,category,text
512,LEGAL,"if the absence of sufficient evidence to the contrary ...”); Douglas by Kelly v. Bd. of Edu., 127 Ill.App.3d 79, 82 Ill.Dec. 211, 468 N.E.2d 473, 476 (1984) (finding that where a school’s window pane fell on plaintiff while she was sitting at her desk, plaintiff was entitled to a directed verdict based on res ipsa loqui-tur); Moore v. Atchison, 28 Ill.App.2d 340, 171 N.E.2d 393 (1960) (finding that directed verdict for the plaintiff was proper where there was no direct evidence as to why two trains collided, even though the defendant showed that the equipment was properly inspected and in excellent working order, because the circumstances made the inference of negligence so strong that reasonable men could not reject it); Silvern v. Barbagallo, 195 N.Y.S.2d 32 (N.Y.Sup.Ct.1959) (<HOLDING>); Richard Equipment Corp. v. Manhattan Indus."
513,LEGAL,"official immunity existed only in the cramped sense used by the court of appeals, its qualified promise against personal civil liability to public officers would be hollow indeed. The purpose of the doctrine of official immunity is to protect public officers from civil liability for conduct that would otherwise be actionable. Ministerial acts are those: [ w]here the law prescribes and defines the duties to be performed with such precision and certainty as to leave nothing to the exercise of discreti .App.—Dallas 1992, writ dism’d w.o.j.) (explaining that officers were not entitled to immunity because “their actions in the pursuit did not involve matters within their discret L.Ed.2d 483 (1988); Vasquez v. Hernandez, 844 S.W.2d 802, 804-05 (Tex.App.-San Antonio 1992, writ dism’d w.o.j.) (<HOLDING>); Wyse, 733 S.W.2d at 227 (describing"
514,LEGAL,"susceptible to many meanings. Although there is no direct statement that Mooney failed to perform his duties with regard to assisting his clients with their investments, this is the clear import of the specific language used. “Only knew” clearly implies that Mooney knew nothing about anything else. What was implied in that statement is made express in the next — “didn’t know anything about investments.” “Hated helping clients” also unambiguously indicates that Mooney was not interested in executing his duties to his clients. These statements embody a “pejorative implication” that a reasonable listener would perceive “as an assertion that the [plaintiff] failed to perform his duties as an advisor.” Mehta v. Ohio Univ., 958 N.E.2d 598, 609 (Ohio Ct.App.2011); see Scott, 496 N.E.2d at 707 (<HOLDING>). The statement “invested her in all of the"
515,LEGAL,"judges, the trial management techniques needed to control these lawyers may seem harsh, even abusive. A rigorous standard that restricts sanctions to instances of clearly abusive behavior will reduce the likelihood that councils will sanction appropriate behavior out of inexperience. And quite apart from the problem of inexperience, even judges can act unfairly — indeed vindictively — towards colleagues. A rigorous standard will reduce, though of course it cannot eliminate, the possibility that judicial discipline will be used to sanction unpopular judges engaged in appropriate behavior. Third, judicial discipline, like civil liability for judicial acts, can chill the proper exercise of judicial discretion. See Pierson v. Ray, 386 U.S. 547, 553-54, 87 S.Ct. 1213, 18 L.Ed.2d 288 (1967) (<HOLDING>); cf. Williams v. United States, 156 F.3d 86,"
516,LEGAL,"hearing are binding on the appellate courts if supported by competent evidence. State v. Brooks, 337 N.C. 132, 140, 446 S.E.2d 579, 585 (1994). A trial court’s conclusions of law are reviewed de novo on appeal. State v. Kincaid, 147 N.C. App. 94, 97, 555 S.E.2d 294, 297 (2001). In the present case, the trial court made the following relevant findings of fact: that on or about July 6, 2004 . . . Officer Henderson, a 27 year veteran of the Burlington Police Dept, had received a call of a suspicious activity at Coy’s Exxon on the comer of Graham-Hopedale Rd. and N. Church St. That location has had numerous calls for shopliftingy fights[,] and other activity. Also there is numerous gang and graffiti act S.E.2d 412, 418 (2004), disc. review denied, 359 N.C. 283, 610 S.E.2d 208 (2005) (<HOLDING>). The State argues “ [i]t is clear from the"
517,LEGAL,"health, education, and family comfort are also acceptable. See Collins v. Collins, 150 Fla. 374, 7 So.2d 443 (1942); Read v. Leitner, 80 Fla. 574, 86 So. 425 (1920). However, a debtor’s homestead was held to be abandoned when a debtor moved to New Hampshire and attempted to sell his property in Fort Myers, Florida. In re Goode, 146 B.R. 860 (Bankr.M.D.Fla. 1992). In Teasdale v. Frederick (In re Frederick), 183 B.R. 968 (Bankr.M.D.Fla.1995), the Bankruptcy Court held that Chapter 7 debtor’s property did not qualify for homestead exemption since, in placing property on the market for sale or lease, debtor abandoned his intent to use and occupy property as permanent place of residence. Teasdale v. Frederick (In re Frederick), supra. But cf., In re Herr, 197 B.R. 939 (Bankr.S.D.Fla.1996) (<HOLDING>); In re Crump, 2 B.R. 222 (Bankr.S.D.Fla.1980)"
518,LEGAL,"Appellants asserted below. See Harper, 138 Fed.Appx. at 132-33 (dismissing Fair Debt Collection Practices Act claims); Figueroa v. Merscorp, Inc., 766 F.Supp.2d 1305, 1316 (S.D.Fla.2011) (dismissing a RICO claim under Rooker-Feldman); Distant v. Bayview Loan Servicing, LLC, No. 09-61460-CIV, 2010 WL 1249129, at *3 (S.D.Fla. Mar. 25, 2010) (unpublished)(“AIthough plead as conspiracy claims ..., Plaintiff is clearly asking this Court to invalidate the state court action by ruling that the state court foreclosure judgment is somehow void. Under the Rooker-Feldman doctrine, ... this Court lacks subject matter jurisdiction, as Plaintiff seeks a de facto appeal of a previously litigated state court matter.”); Simpson v. Putnam Cnty. Nat’l Bank of Carmel, 20 F.Supp.2d 630, 633 (S.D.N.Y.1998) (<HOLDING>); Smith v. Wayne Weinberger, P.C., 994 F.Supp."
519,LEGAL,"under the TVPA: “[R]esponsibility for torture, summary execution, or disappearances extends beyond the person or persons who actually committed those acts — anyone with higher authority who authorized, tolerated or knowingly ignored those acts is liable for them.” S.Rep. No. 102-249, at 9. Thus, theories of liability under domestic law are available to support TVPA claims by providing a theory of tort liability when the defendant did not personally commit the underlying act. (3) Standards for Aiding and Abetting Liability When considering whether the secondary theories of liability are met, we turn to federal common law for the relevant standards. Our opinion in Cabello, 402 F.3d 1148, forms the basis for aiding and abetting liability in this circuit. See Romero, 552 F.3d at 1315-16 (<HOLDING>). In Cabello, we addressed whether claims based"
520,LEGAL,"his partner Officer Lilly. When the dissent argues that there was no one else at the setting to whom a purse with unknown contents could be given, it ignores the presence of Officer Stewart’s partner, Officer Lilly- ¶ 19 Further, nothing in the actual facts of this ease supports Officer Stewart’s immediate search of the purse before attempting to assess the situation. Thus, when the dissent engages in a worst-case scenario of what might have subsequently transpired had the purse been returned to Appellant before it was searched, it is pure speculation. The officers might have determined there was no danger in returning the purse to Appellant because the situation was never as exigent as the 9-1-1 report suggested. See State v. Gissendaner, 177 Ariz. 81, 83, 865 P.2d 125, 127 (App.1993) (<HOLDING>). Alternately, the officers might have had time"
521,LEGAL,"§ 2252A and that a conviction for both offenses based on the same conduct violates the Double Jeopardy Clause. Id. at 1374-75 (citations omitted). That said, the Eleventh Circuit found in Bobb that the defendant’s convictions for both receipt and possession of child pornography did not violate the Double Jeopardy Clause because his convictions were “based on two distinct offenses, occurring on two different dates, and proscribed by two different statutes.” Bobb, 577 F.3d at 1375; see also United States v. Overton, 573 F.3d 679, 697-98 (9th Cir.2009) (finding that conviction for receipt and possession of child pornography did not violate the Double Jeopardy Clause because the convictions were based on separate conduct); United States v. Polouizzi, 564 F.3d 142, 158-59 (2d Cir.2009) (<HOLDING>); United States v. Wendehake, No. 06-14040-CR,"
522,LEGAL,"subjective, although it is usually proved by inference from the acts of the accused. Thus, intentionally entering or intentionally remaining unlawfully upon the described premises with the intent to commit any crime against a person or property rights constituted burglary, and therefore, it cannot logically be said that specifying the particular crime intended to be committed is, under our statutes, an essential element which must be alleged in order to charge the crime of burglary actual commission of a second underlying offense, in order to sufficiently charge the offense, it is incumbent on the State to allege the essential elements of the underlying offense; identification of the offense by name or statutory reference will not suffice. Cf. Elliott, 77 Hawaii at 312, 884 P.2d at 375 (<HOLDING>). Therefore, we adopt the rule set out in"
523,LEGAL,"ease provides in part: Court commissioners are quasi-judicial officers of courts of record and have judicial authority as provided by this section and rules of the Judicial Council. It further states: Upon the informed consent of the defendant, the court commissioner may conduct a jury or nonjury misdemeanor trial in accordance with the law. Upon conviction, the commissioner may impose sentence and enter final judgment. The judgment entered by the commissioner shall be the final judgment of the court for all purposes, including appeal. Article VIII, section 1 of the Utah Constitution, much like article III, section 1 of the United States Constitution, provides that the judicial power of the state shall be vested in the courts. However, unlike its federal counterpart, the Utah Constit (<HOLDING>); In re Bridwell, 25 Utah 2d 1, 2, 474 P.2d"
524,LEGAL,"its discretion by modifying the timesharing agreement without evidence that the welfare of the minor child would be promoted by returning him to his former school in Lake County and changing the timesharing arrangement to have the father assume the primary timesharing responsibilities. See § 61.13(3), Fla. Stat. (2014); Holland v. Holland, 140 So.3d 1155 (Fla. 1st DCA 2014); Dobbins v. Dobbins, 584 So.2d 1113, 1116 (Fla. 1st DCA 1991). Accordingly, we reverse and remand for a new hearing. On remand, the court shall take evidence and use the best interests of the child standard to determine if modification is in the child’s best interests in light of the parties’ inability to agree which school the minor child will attend. See, e.g., Watt v. Watt, 966 So.2d 455 (Fla. 4th DCA 2007) (<HOLDING>). Once that determination is made, the trial"
525,LEGAL,"only when it is shown that the confidence reposed by one person was actually accepted by the other, and merely reposing confidence in another may not, of itself, create the relationship”) (footnotes omitted). Although the courts of Kansas have suggested that a somewhat more protective approach may be used when one party is under a disability or disadvantage, Cor-nett v. Roth, 233 Kan. 936, 941, 666 P.2d 1182, 1186 (1983), Wedman v. Home Nat. Bank of Arkansas City, No. 88-1439-K (D.Kan., Jan. 25, 1990) (WESTLAW, 1990 WL 7501), this more protective approach will ordinarily not be utilized as between two or more business people or business entities who each possess the capacity to protect themselves. See Ritchie Enterprises v. Honeywell Bull, Inc., 730 F.Supp. 1041, 1054 (D.Kan.1990) (<HOLDING>). The Supreme Court of Kansas has cautioned"
526,LEGAL,"his Fourth Amendment protections. See id. We agree with the district court’s conclusion that Crowder did not have a reasonable expectation of privacy in the Mustang after he turned it over to the shipper. The doors were left unlocked, the driver of the car carrier was given the keys, and Crowder knew that the driver would enter the Mustang and drive it. We conclude that no one could have a reasonable expectation of privacy in the contents of a vehicle under those circumstances. Although there is no evidence that Crowder directly authorized the driver to search the vehicle, in light of the circumstances described above it is clear that the driver was “authorized to act in direct contravention to” Crowder’s privacy interest. See United States v. Young, 350 F.3d 1302, 1308 (11th Cir.2003) (<HOLDING>). Crowder argues that United States v."
527,LEGAL,"pumping cases and the body cavity search cases have generally involved searches of prison inmates and searches at the United States border. See id. at 124. In both contexts, the suspect’s expectation of privacy is thought to be less reasonable and the government’s interest thought to be greater. See id. at 125, 144-61 (and cases cited therein); see also United States v. Montoya de Hernandez, 473 U.S. 531, 537-40, 105 S.Ct. 3304, 87 L.Ed.2d 381, 388-90 (1985) (“[N]ot only is the expectation of privacy less at the border ... the Fourth Amendment balance between the interest of the Government and the privacy right of the individual is also struck much more favorably to the Government at the border.”); Hudson v. Palmer, 468 U.S. 517, 525-26, 104 S.Ct. 3194, 82 L.Ed.2d 393, 402-03 (1984) (<HOLDING>). In light of these authorities, Lewis contends"
528,LEGAL,"proceedings. We have jurisdiction under 28 U.S.C. § 1291. We review de novo a dismissal under Federal Rule of Civil Procedure 12(b)(6). In re Mortg. Elec. Registration Sys., Inc., 754 F.3d 772, 780 (9th Cir.2014). We affirm. The district court properly dismissed Winter’s claim for wrongfulforeclosure because Winter failed to allege facts sufficient to show a lack of default. See id. at 785 (“Nevada law requires that a trustor or mortgagor show a lack of default in order to proceed with a wrongful foreclosure claim.”). Moreover, Winter’s contention that Mortgage Electronic Registration Systems, Inc.’s (“MERS”) involvement rendered the assignment of the deed of trust and note invalid is foreclosed by Nevada law. See Edelstein v. Bank of N.Y. Mellon, — Nev. —, 286 P.3d 249, 259-60 (2012) (<HOLDING>), The district court properly dismissed"
529,LEGAL,"to present' concrete plans showing their intent to file those requests. One way for a plaintiff to make this showing -is to “dem upp.2d 233, 262 (D.D.C.2012) (“Recent cases have clarified that, where a FOIA requester challenges an alleged ongoing policy or practice and can demonstrate that it has pending claims that are likely to implicate that policy or practice, future injury is satisfied.”). By the same token, in Citizens for Responsi-bilityand Ethics in Washington (“CREW”) v. U.S. Department of Homeland Security, Judge Lamberth held that no case or controversy existed in part because “CREW [did] not allege anywhere ... that it has a FOIA request pending with the [agency].” 527 F.Supp.2d 101, 106 (D.D.C.2007); see also Coleman, 134 F.Supp.3d at 306-08, 2015 WL 5730707, at *8-9 (<HOLDING>). If a plaintiff does not have a separate FOIA"
530,LEGAL,"include the offense of unlawful possession of a firearm by a felon, unless the possession was of a firearm described in 26 U.S.C. § 5845(a).” § 4B1.2 app. n. 1. A shotgun modified so that it “has an overall length of less than 26 inches or a barrel or barrels of less than 18 inches in length” is a firearm described in § 5845(a). See 26 U.S.C. § 5845(a). As Lipscomb’s instant offense of possession of a firearm by a convicted felon does not have the use, attempted use, or threatened use of physical force as an element and is not an enumerated offense, the issue here is whether Lipscomb’s present offense “otherwise involves conduct presenting a serious risk of injury to another” under the residual clause of § 4B1.2(a)(2). See United States v. Serna, 309 F.3d 859, 862 & n. 6 (5th Cir.2002) (<HOLDING>). A. Applicability of the Categorical Approach"
531,LEGAL,"from the Guidelines range. Gall, 128 S.Ct. at 597; see also 18 U.S.C. § 3553(c) (requiring the sentencing court to state its reasons for imposing a sentence outside of the Guidelines). As indicated above, Mr. Johnson argues that his sentence is proeedurally unreasonable because: (1) the probation officer’s extrapolation was flawed and should not have been considered in determining the sentence; (2) he did not receive notice of the probation officer’s extrapolation memorandum ; and (3) the district judge did not adequately explain his reasons for imposing the 8 year sentence. However, it is undisputed that Mr. Johnson never raised these arguments in the district court. Therefore, we review them for plain error. See United States v. Romero, 491 F.3d 1173, 1176-77 (10th Cir.2007) (<HOLDING>); United States v. Atencio, 476 F.3d 1099,"
532,LEGAL,"that Bartholdi’s claims of privilege were not properly raised before the Commission. Section 405 of the Communications Act provides that the Commission must be afforded an “opportunity to pass” on an issue as a condition precedent to judicial review. 47 U.S.C. § 405(a)(2). In this case, Bartholdi raised its privilege claims, if at all, only before the WTB. Bartholdi’s application for review to the Commission made no mention of either the attorney-client or work-product privilege. Under the plain language of Section 405, an issue cannot be preserved for judicial review simply by raising it before a Bureau of the FCC. It is “the Commission” itself that must be afforded the opportunity to pass on the issue. Id.; cf. Parsippany Hotel Management Co. v. NLRB, 99 F.3d 413, 418 (D.C.Cir.1996) (<HOLDING>). Bartholdi contends that it preserved the"
533,LEGAL,"247 Fed.Appx. 730, 734 (6th Cir.2007). Instead, he merely argued that the Cl “was the person that formed the facts for the issuance of the search warrant,” and so “[i]n order to present any viable defense,” the requested information was necessary. (Mot. for Discovery, R. 40, PagelD 164). Further, on appeal, Ray has not demonstrated to this Court how disclosure would have assisted him at trial; he only asserts that the Cl could have testified at trial about the details of the alleged purchase during the controlled buy, even though Ray was never charged for that alleged sale. The only record evidence of the role played by the Cl in this case -is that the Cl supplied the information to law enforcement that ultimately led to a fruitful search. See Beals, 698 F.3d 248, 270 (6th Cir.2012) (<HOLDING>). Similar to Beals, in this case, Ray was not"
534,LEGAL,"many of which are the same as those it considers in making appropriate unit determinations in initial representation cases, include: “integration of operations, centralized control of management and labor relations, geographic proximity, similarity of terms and conditions of employment, similarity of skills and functions, physical contact among employees, collective bargaining history, degree of separate daily supervision, and degree of employee interchange.” Frontier Tel., 344 N.L.R.B. at 1271. The “ ‘two most important factors’ — indeed, the two factors that have been identified as ‘critical’ to an accretion finding — are employee interchange and common day-to-day supervision.” Id. (quoting E.I. Du Pont, 341 N.L.R.B. at 608); see Super Valu Stores, Inc., 283 N.L.R.B. 134, 136 (1987) (<HOLDING>). The ALJ rejected Dean’s accretion argument"
535,LEGAL,"that Cook County was justified in discharging Bodenstab because “[i]t would have been too risky to chance returning [Bodenstab] to his previous position as a Doctor of Anesthesiology at Stroger Hospital in view of the recommendations and observations made by PRC Staff.” Thus, the Hearing Officer’s decision does not support Bodenstab’s claim of pretext. Bodenstab also claims that he presented sufficient evidence of pretext, as well as circumstantial evidence of discrimination, by showing that Cook County failed to follow its own internal policies and by pointing to inconsistencies in various witnesses’ testimony. Bodenstab, however, did not develop these arguments until his reply brief and thus has waived any such argument. See United States v. Alhalabi, 443 F.3d 605, 611 (7th Cir.2006) (<HOLDING>). In any event, the evidence Bodenstab"
536,LEGAL,"of leaving the license at home.” Id. It also considered the scant risk of erroneous conviction, remarking that: “We find it nearly impossible to believe that [the accused] had such a license but withheld it, subjecting himself to the risk of a mandatory term of imprisonment” — “ ‘[s]uch an absurd game.does not contribute to a search for truth....’” Id. (quoting Williams v. Florida, 399 U.S. 78, 82, 90 S.Ct. 1893, 26 L.Ed.2d 446 (1970)). In the end, the Jones court found “no unfairness in [its] traditional rule.” Id. Given that the section 10 firearms offense remains a general prohibition crime in the Commonwealth, it comes as no surprise to us that the SJC in Powell’s direct appeal decided to abide by the due process analysis in Jones. Cf. Morrison, 291 U.S. at 91-93, 54 S.Ct. 281 (<HOLDING>). Moreover, between the time of Jones and"
537,LEGAL,"it was given voluntarily. If these questions are resolved in favor of the State, then, without being advised of the court’s decision, the jury shall be instructed that they should decide whether in view of all the same circumstances the defendant’s confession is true. If they find that it is not true, then they must treat it as inadmissible and disregard it for purposes of discharging them function as fact finders on the ultimate issue of guilt or innocence. [Id. at 272, 294 A.2d 23.] See also State v. Thomas, 76 N.J. 344, 366, 387 A.2d 1187 (1978) (reaffirming Hampton principle that trial court is sole arbiter of voluntariness of defendant’s statements and rejecting defendant’s invitation to overrule decision); State v. Bowman, 165 N.J.Super. 531, 537-39, 398 A.2d 908 (App.Div.1979) (<HOLDING>). The New Jersey Rules of Evidence codified the"
538,LEGAL,"to argue on appeal his waiver and sua sponte dismissal issues, we should then reject the petitioner’s arguments on the merits. In my judgment, the district court acted in conformity not only with AEDPA but also with the caselaw construing AED-PA. Congress intended AEDPA to further the principles of comity, finality, and federalism. Williams v. Taylor, 529 U.S. 420, 436, 120 S.Ct. 1479, 146 L.Ed.2d 435 (2000) (stating that “there is no doubt Congress intended AEDPA to advance these doctrines [comity, finality, and federalism]”). Consistent with such purpose, Congress created a one-year limitations period that was meant to streamline the habeas review process and to lend finality to state court convictions. Duncan v. Walker, 533 U.S. 167, 121 S.Ct. 2120, 2128, 150 L.Ed.2d 251 (2001) (<HOLDING>); see also H.R. Cong. Rep. No. 104-518, at 111"
539,LEGAL,"for the Florida Supreme Court to review the imposition of the death sentence with “rationality and consistency,” Proffitt, supra, 428 U.S. at 259, 96 S.Ct. at 2969, defendants and their counsel must be aware of all the material under consideration by the court. Not only is the defendant’s right to counsel implicated, Anders v. California, 386 U.S. 738, 742, 87 S.Ct. 1396, 1399, 18 L.Ed.2d 493 (1967), but so is the right of confrontation. Pointer v. Texas, 380 U.S. 400, 85 S.Ct. 1065, 13 L.Ed.2d 923 (1965); Douglas v. Alabama, 380 U.S. 415, 85 S.Ct. 1074, 13 L.Ed.2d 934 (1965). The receipt of psychiatric and psychological reports from the Department of Corrections also implicates a defendant’s Fifth Amendment rights. Estelle v. Smith, 451 U.S. 454, 101 S.Ct. 1866, 68 L.Ed.2d 359 (1981) (<HOLDING>). By considering nonrecord information without"
540,LEGAL,"“others” are not enough to plead the requisite pattern of fraud. In Emery v. American General Finance, Inc. (“Emery I”), 71 F.3d 1343 (7th Cir.1995), we encountered facts substantially similar to those in the case at hand: The plaintiff pleaded with adequate particularity the fraud directed against her, but with regard to other customers of American General Finance alleged merely that the company did the same thing to them. There are no names or dates or other details of transactions involving any other customers besides Emery. These details ... are necessary to identify a violation of RICO, which requires ... more than one fraud and only one is alleged to have been perpetrated against Emery herself. Id. at 1348; see also Jepson, Inc. v. Makita Corp., 34 F.3d 1321, 1328 (7th Cir.1994) (<HOLDING>); Uni*Quality, Inc. v. Infotronx, Inc., 974"
541,LEGAL,"the evidence of Robertson’s alleged prior threat to his ex-wife as Williams rule evidence, the State cannot rely on the law of impeachment to introduce the same evidence through the back door by asking an impermissible question regarding an alleged prior crime. Finally, we address whether the admission of this collateral-crime evidence constitutes reversible error. This Court has held that the erroneous admission of irrelevant collateral crimes evidence “is presumed harmful error because of the danger that a jury will take the bad character or propensity to crime thus demon strated as evidence of guilt of the crime charged.” Castro v. State, 547 So.2d 111, 115 (Fla.1989) (quoting Straight v. State, 397 So.2d 903, 908 (Fla.1981)); accord Czubak v. State, 570 So.2d 925, 928 (Fla.1990) (<HOLDING>). In this case, given the highly inflammatory"
542,LEGAL,"she sought treatment with, at least, seven (7) different doctors, and none gave her a written recommendation indicating that her impairments required a change in territory. See Findings of Fact, Section I, infra, ¶ 37. That is, although Plaintiff categorizes this transfer as a “reasonable accommodation,” she never explains how this change in territory actually amounted to an accommodation that was both reasonable and would have enabled her to perform the essential functions of her job, or provided any medical evidence in support of her contention. “All that [plainitff] can present in support of her reasonable accommodation claim is her own self-serving testimony, and in this case, that is just not sufficient....” McPhaul v. Board of Com’rs of Madison County, 226 F.3d 558 (7th Cir.2000) (<HOLDING>), cert. denied, McPhaul v. Board of Com’rs of"
543,LEGAL,"than recommended. 19 . CCP argues, without citing any authority, that gel coat is not merchandise because it is not mass produced for sale to the general public and is not a product the average person would know how to use. This argument is not persuasive. The fact that CCP markets its gel coat for sale to manufactures rather than household users is insignificant because the Act is expressly not limited to the sale of items for ""personal, family, or household use.” Hundred E. Credit Corp., 212 N.J.Super. at 354, 515 A.2d 246. Moreover, contrary to CCP's assertion, there is no requirement that ""the average person walking down the street"" know how to use a product for it to be considered ""merchandise"" under the Act. See, e.g., Coastal Group, Inc., 274 N.J.Super. at 174, 643 A.2d 649 (<HOLDING>). Accordingly, we hold that the gel coat at"
544,LEGAL,"as that act is subject to innumerable interpretations.”). Instead of seeking to avoid punishment, a defendant who attempts suicide may, for reasons unrelated to the crime charged, choose to inflict upon himself or herself a punishment more severe than that following a conviction of the charge. State v. Coudette, 7 N.D. 109, 72 N. W. 913, 915 (1897) (rejecting evidence of attempted suicide as corroboration of accomplice testimony based on likelihood that Sioux Indian would commit suicide when incarcerated to avoid confinement regardless of guilt); see also People v. Carter, 48 Cal.2d 737, 312 P.2d 665, 671 (1957) (finding error in exclusion of testimony that offered alternative basis for defendant’s attempted suicide); Meggison v. State, 540 So.2d 258, 259 (Fla.Dist.Ct.App.1989) (<HOLDING>). Furthermore, in some cases, whether a"
545,LEGAL,"Clauses of both the Iowa and Federal Constitutions because paragraph P of the parole agreement constituted involuntary consent. The State argued the search was reasonable because Baldón consented to the searches by signing the parole agreement. It asserted Baldón was still serv 0) (avoiding consent issue by relying on the special needs doctrine to justify a parolee search); People v. Wilson, 228 Ill.2d 35, 319 Ill.Dec. 353, 885 N.E.2d 1033, 1042 (2008) (adopting Samson instead of analyzing the parole agreement’s search condition under a consent framework); State v. Heaton, 812 N.W.2d 904, 908 (Minn.Ct.App.2012) (“By agreeing to [the search] condition of parole, appellant diminished his reasonable expectation of privacy.”); Himmage v. State, 88 Nev. 296, 496 P.2d 763, 765-66 (1972) (<HOLDING>); People v. Huntley, 43 N.Y.2d 175, 401"
546,LEGAL,"that the officer’s observation of Kaigler sitting in his car was an insufficient basis for establishing a well-founded suspicion of criminal activity — in other words, that the stop was-illegal. After the trial court ordered the cocaine suppressed, defense counsel argued that the other two counts should be-dismissed because the State could no longer prove a statutory element of each of these charges: that the officer was “in the lawful execution of any legal duty,” § 843.01 (resisting with violence), or “engaged in the lawful performance of his or her duties,” § 784.07(2) (battery of a law enforcement officer). The court’s denial of the motion to dismiss these remaining counts forms the basis of this appeal. Narrowly stated, the question p an v. State, 807 So.2d 106, 110 (Fla. 5th DCA) (<HOLDING>), review granted, 835 So.2d 271 (Fla.2002). But"
547,LEGAL,"factors); Manual for Complex Litigation, Fourth § 11.493 (2007) (discussing similar factors in assessing the value of survey evidence). The Coulter-Renken Study is based on a sample of 3,116 internet survey respondents. However, the study itself does not provide any indication of how this sample was selected. (Rao Deck ¶ 17.) There is no indication of whether the universe from which these respondents were chosen was a properly defined universe, or whether the 3,116 respondents constituted a representative sample of that universe. Without any information as to the composition and selection methodology of the survey sample, the Coulter-Renken Study is simply not probative of irreparable injury. See Vista Food Exch., Inc., 2005 WL 2371958, at *6, 2005 U.S. Dist. LEXIS 42541, at *18-19 (<HOLDING>). For all of these reasons, the Court finds"
548,LEGAL,"that their complaints about working conditions were protected by the First Amendment: A “public employee may not transform a personal grievance into a matter of public concern by invoking a supposed popular interest in the way public institutions are run.” “[T]he relevant inquiry is not whether the public would be interested in the topic of the speech at issue but rather is “whether the purpose of the [the plaintiffs] speech was to raise issues of public concern.’ ”... The record in this case reveals that the speech of [plaintiffs], while ostensibly intermingled with issues of child safety and DeKalb DFCS mismanagement, was not intended to address matters of public concern from the perspective of a citizen. See White Plains Towing Corp. v. Patterson, 991 F.2d 1049, 1059 (2d Cir.1993) (<HOLDING>). 510 F.3d at 1344-45 (some internal citations"
549,LEGAL,"where the petitioner is in custody under the conviction or sentence under attack at the time his petition is filed). In addition, we agree with the Commonwealth that to the extent that due process guarantees an opportunity to be heard on her ineffectiveness claim, Petitioner was afforded an opportunity to be heard within the limitations imposed by the PCRA under the facts of this case: she was sentenced January 14, 2008; declined to raise her ineffectiveness claims on direc't appeal pursuant to Bomar; filed a PCRA petition on January 12, 2009; and raised the claim on which the PCRA court ultimately granted relief a mere eleven days prior to the expiration of her two-year probationary sentence. During the two years of her sentence, PCRA relief was available. See Ahlborn, 699 A.2d at 720 (<HOLDING>). Yet Petitioner neither requested expedited"
550,LEGAL,"behavior of which they were aware); Gallo v. Wonderly Co., Inc., 2014 WL 36628, *8 (N.D.N.Y.2014) (a person may be liable under § 296 for taking no action to remedy discriminatory behavior); Lewis v. Triborough Bridge and Tunnel Autk, 77 F.Supp.2d 376, 384 (S.D.N.Y.1999) (“the case law establishes beyond cavil that a supervisor’s failure to take adequate remedial measures can rise to the level of ‘actual participation’ under HRL § 296(6)”) accord Cid v. ASA Institute of Business & Computer Technology, Inc., 2013 WL 1193056, *6 (E.D.N.Y.2013) (failure to investigate complaints of discrimination provides sufficient basis for aiding and abetting liability under New York City Human Rights law) (citations omitted); cf. Morgan v. NYS Atty. Gen. ’s Office, 2013 WL 491525, *13 (S.D.N.Y.2013) (<HOLDING>). Defendant also argues that his alleged"
551,LEGAL,"regarding Ragnoli. App. 79. The letter explained that Ragnoli had requested that the BOP run his federal sentence concurrently with his state sentence. The BOP could accomplish this by retroactively designating the state prison as the institution for service of Ragnoli’s federal sentence. This retroactive designation would reduce the total amount of time Ragnoli spent in custody, as the State Court had ordered. The letter indicated that it is the BOP’s “preference” to obtain the federal sentencing court’s position on any such retroactive designations, but that the BOP would make its own decision if it had not heard back from the District Court within 60 days. If the District Court stated its position within 60 days, the BOP would designate Ragnoli’s place of imprisonment acco ir.1997) (<HOLDING>). Since the District Court’s letter was not an"
552,LEGAL,"and to allow it to brief the issue of whether the statute of limitations should be equitably tolled as to potential opt-in plaintiffs in this action. ECF No. 14. The motion for reconsideration, plaintiffs response, and defendant’s reply amount to the' very briefing of the issue that the motion seeks. See ECF Nos. 14, 15 and 16. It boils down to a simple proposition, succinctly summarized by Judge Blackburn in a case cited by the defendant: “Tolling is available' only ‘when [a plaintiff] diligently pursues his claims and demonstrates that the failure to timely file was caused by extraordinary circumstances beyond his control.’” Young v. Dollar Tree Stores, Inc., No. 11-cv-REB-MJW, 2013 WL 1223613, R *2 (D. Colo. March 25, 2013). Cf. Marsh v. Soares, 223 F.3d 1217, 1220 (10th Cir. 2000) (<HOLDING>). Here, we have a district court order in the"
553,LEGAL,"a pending criminal investigation, we conclude that a remand to the trial court is appropriate to allow the City an opportunity to review the field interview cards and to submit to the trial court for in camera review those cards or portions of cards which the City maintains are involved in an ongoing criminal investigation and exempt from disclosure. Petitioners shall be granted immediate access to all field interview cards not submitted to the trial court for in camera review. The trial court shall determine which of the field interview cards or portions of them are exempt from disclosure. An entire field interview card should not be deemed exempt simply because it contains some exempt information. Rather, redaction of the exempt information is appropriate. Eldridge, 86 S.W.3d at 574 (<HOLDING>). The trial court has discretion to prescribe"
